"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","MEASURES_NAME","DURATION_NAME","SEX_NAME","OBS_VALUE","OBS_STATUS_NAME"
"December 2017","Lewisham","E09000023","Proportion of resident population of age group","Total","Total",1.7,"Normal Value"
"December 2017","Newham","E09000025","Proportion of resident population of age group","Total","Total",1.4,"Normal Value"
"December 2017","Southwark","E09000028","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Tower Hamlets","E09000030","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Wandsworth","E09000032","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Westminster","E09000033","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Barking and Dagenham","E09000002","Proportion of resident population of age group","Total","Total",1.8,"Normal Value"
"December 2017","Barnet","E09000003","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"December 2017","Bexley","E09000004","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Brent","E09000005","Proportion of resident population of age group","Total","Total",1.6,"Normal Value"
"December 2017","Bromley","E09000006","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Croydon","E09000008","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","Ealing","E09000009","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","Enfield","E09000010","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","Greenwich","E09000011","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","Harrow","E09000015","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Havering","E09000016","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Hillingdon","E09000017","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"December 2017","Hounslow","E09000018","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"December 2017","Kingston upon Thames","E09000021","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Merton","E09000024","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Redbridge","E09000026","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Richmond upon Thames","E09000027","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"December 2017","Sutton","E09000029","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"December 2017","Waltham Forest","E09000031","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","Bracknell Forest","E06000036","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","Brighton and Hove","E06000043","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Isle of Wight","E06000046","Proportion of resident population of age group","Total","Total",1.3,"Normal Value"
"December 2017","Medway","E06000035","Proportion of resident population of age group","Total","Total",1.3,"Normal Value"
"December 2017","Milton Keynes","E06000042","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Portsmouth","E06000044","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Reading","E06000038","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Slough","E06000039","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Southampton","E06000045","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","West Berkshire","E06000037","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","Windsor and Maidenhead","E06000040","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Wokingham","E06000041","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","Buckinghamshire","E10000002","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"December 2017","East Sussex","E10000011","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"December 2017","Hampshire","E10000014","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Kent","E10000016","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"December 2017","Oxfordshire","E10000025","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"December 2017","Surrey","E10000030","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","West Sussex","E10000032","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"December 2017","Bath and North East Somerset","E06000022","Proportion of resident population of age group","Total","Total",0.1,"Normal Value"
"December 2017","Bournemouth","E06000028","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Bristol, City of","E06000023","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Cornwall","E06000052","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Isles of Scilly","E06000053","Proportion of resident population of age group","Total","Total",0.1,"Normal Value"
"December 2017","North Somerset","E06000024","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"December 2017","Plymouth","E06000026","Proportion of resident population of age group","Total","Total",1.3,"Normal Value"
"December 2017","Poole","E06000029","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"December 2017","South Gloucestershire","E06000025","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Swindon","E06000030","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"December 2017","Torbay","E06000027","Proportion of resident population of age group","Total","Total",1.4,"Normal Value"
"December 2017","Wiltshire","E06000054","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"December 2017","Devon","E10000008","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"December 2017","Dorset","E10000009","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Gloucestershire","E10000013","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Somerset","E10000027","Proportion of resident population of age group","Total","Total",0.2,"Normal Value"
"December 2017","Anglesey","W06000001","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","Gwynedd","W06000002","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Conwy","W06000003","Proportion of resident population of age group","Total","Total",1.2,"Normal Value"
"December 2017","Denbighshire","W06000004","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"December 2017","Flintshire","W06000005","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Wrexham","W06000006","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"December 2017","Powys","W06000023","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"December 2017","Ceredigion","W06000008","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"December 2017","Pembrokeshire","W06000009","Proportion of resident population of age group","Total","Total",1.4,"Normal Value"
"December 2017","Carmarthenshire","W06000010","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"December 2017","Swansea","W06000011","Proportion of resident population of age group","Total","Total",1.3,"Normal Value"
"December 2017","Neath Port Talbot","W06000012","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Bridgend","W06000013","Proportion of resident population of age group","Total","Total",1.3,"Normal Value"
"December 2017","The Vale of Glamorgan","W06000014","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Cardiff","W06000015","Proportion of resident population of age group","Total","Total",1.4,"Normal Value"
"December 2017","Rhondda, Cynon, Taff","W06000016","Proportion of resident population of age group","Total","Total",1.3,"Normal Value"
"December 2017","Merthyr Tydfil","W06000024","Proportion of resident population of age group","Total","Total",1.7,"Normal Value"
"December 2017","Caerphilly","W06000018","Proportion of resident population of age group","Total","Total",1.6,"Normal Value"
"December 2017","Blaenau Gwent","W06000019","Proportion of resident population of age group","Total","Total",1.6,"Normal Value"
"December 2017","Torfaen","W06000020","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"December 2017","Monmouthshire","W06000021","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"December 2017","Newport","W06000022","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","Aberdeen City","S12000033","Proportion of resident population of age group","Total","Total",1.4,"Normal Value"
"December 2017","Aberdeenshire","S12000034","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Angus","S12000041","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Argyll and Bute","S12000035","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Clackmannanshire","S12000005","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Dumfries and Galloway","S12000006","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Dundee City","S12000042","Proportion of resident population of age group","Total","Total",1.8,"Normal Value"
"December 2017","East Ayrshire","S12000008","Proportion of resident population of age group","Total","Total",1.7,"Normal Value"
"December 2017","East Dunbartonshire","S12000045","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","East Lothian","S12000010","Proportion of resident population of age group","Total","Total",0.2,"Normal Value"
"December 2017","East Renfrewshire","S12000011","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"December 2017","Edinburgh, City of","S12000036","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Eilean Siar","S12000013","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"December 2017","Falkirk","S12000014","Proportion of resident population of age group","Total","Total",1.2,"Normal Value"
"December 2017","Fife","S12000015","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","Glasgow City","S12000046","Proportion of resident population of age group","Total","Total",2.0,"Normal Value"
"December 2017","Highland","S12000017","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","Inverclyde","S12000018","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"December 2017","Midlothian","S12000019","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","Moray","S12000020","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"December 2017","North Ayrshire","S12000021","Proportion of resident population of age group","Total","Total",2.2,"Normal Value"
"December 2017","North Lanarkshire","S12000044","Proportion of resident population of age group","Total","Total",1.6,"Normal Value"
"December 2017","Orkney Islands","S12000023","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","Perth and Kinross","S12000024","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"December 2017","Renfrewshire","S12000038","Proportion of resident population of age group","Total","Total",1.7,"Normal Value"
"December 2017","Scottish Borders","S12000026","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"December 2017","Shetland Islands","S12000027","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"December 2017","South Ayrshire","S12000028","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"December 2017","South Lanarkshire","S12000029","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"December 2017","Stirling","S12000030","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"December 2017","West Dunbartonshire","S12000039","Proportion of resident population of age group","Total","Total",2.2,"Normal Value"
"December 2017","West Lothian","S12000040","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"December 2017","Antrim","95T","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Ards","95X","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Armagh","95O","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Ballymena","95G","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Ballymoney","95D","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Banbridge","95Q","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Belfast","95Z","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Carrickfergus","95V","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Castlereagh","95Y","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Coleraine","95C","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Cookstown","95I","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Craigavon","95N","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Derry","95A","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Down","95R","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Dungannon","95M","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Fermanagh","95L","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Larne","95F","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Limavady","95B","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Lisburn","95S","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Magherafelt","95H","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Moyle","95E","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Newry and Mourne","95P","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Newtownabbey","95U","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","North Down","95W","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Omagh","95K","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"December 2017","Strabane","95J","Proportion of resident population of age group","Total","Total",,"These figures are missing."
"January 2018","Darlington","E06000005","Proportion of resident population of age group","Total","Total",2.4,"Normal Value"
"January 2018","County Durham","E06000047","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"January 2018","Hartlepool","E06000001","Proportion of resident population of age group","Total","Total",1.4,"Normal Value"
"January 2018","Middlesbrough","E06000002","Proportion of resident population of age group","Total","Total",3.3,"Normal Value"
"January 2018","Northumberland","E06000057","Proportion of resident population of age group","Total","Total",1.8,"Normal Value"
"January 2018","Redcar and Cleveland","E06000003","Proportion of resident population of age group","Total","Total",2.4,"Normal Value"
"January 2018","Stockton-on-Tees","E06000004","Proportion of resident population of age group","Total","Total",2.1,"Normal Value"
"January 2018","Gateshead","E08000037","Proportion of resident population of age group","Total","Total",1.4,"Normal Value"
"January 2018","Newcastle upon Tyne","E08000021","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"January 2018","North Tyneside","E08000022","Proportion of resident population of age group","Total","Total",1.8,"Normal Value"
"January 2018","South Tyneside","E08000023","Proportion of resident population of age group","Total","Total",3.3,"Normal Value"
"January 2018","Sunderland","E08000024","Proportion of resident population of age group","Total","Total",2.0,"Normal Value"
"January 2018","Blackburn with Darwen","E06000008","Proportion of resident population of age group","Total","Total",1.7,"Normal Value"
"January 2018","Blackpool","E06000009","Proportion of resident population of age group","Total","Total",2.1,"Normal Value"
"January 2018","Cheshire East","E06000049","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"January 2018","Cheshire West and Chester","E06000050","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"January 2018","Halton","E06000006","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"January 2018","Warrington","E06000007","Proportion of resident population of age group","Total","Total",0.3,"Normal Value"
"January 2018","Cumbria","E10000006","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"January 2018","Bolton","E08000001","Proportion of resident population of age group","Total","Total",1.6,"Normal Value"
"January 2018","Bury","E08000002","Proportion of resident population of age group","Total","Total",1.2,"Normal Value"
"January 2018","Manchester","E08000003","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"January 2018","Oldham","E08000004","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"January 2018","Rochdale","E08000005","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"January 2018","Salford","E08000006","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"January 2018","Stockport","E08000007","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"January 2018","Tameside","E08000008","Proportion of resident population of age group","Total","Total",1.2,"Normal Value"
"January 2018","Trafford","E08000009","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"January 2018","Wigan","E08000010","Proportion of resident population of age group","Total","Total",1.2,"Normal Value"
"January 2018","Lancashire","E10000017","Proportion of resident population of age group","Total","Total",0.8,"Normal Value"
"January 2018","Knowsley","E08000011","Proportion of resident population of age group","Total","Total",1.5,"Normal Value"
"January 2018","Liverpool","E08000012","Proportion of resident population of age group","Total","Total",1.7,"Normal Value"
"January 2018","Sefton","E08000014","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"January 2018","St. Helens","E08000013","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"January 2018","Wirral","E08000015","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"January 2018","East Riding of Yorkshire","E06000011","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"January 2018","Kingston upon Hull, City of","E06000010","Proportion of resident population of age group","Total","Total",2.7,"Normal Value"
"January 2018","North East Lincolnshire","E06000012","Proportion of resident population of age group","Total","Total",1.9,"Normal Value"
"January 2018","North Lincolnshire","E06000013","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"January 2018","York","E06000014","Proportion of resident population of age group","Total","Total",0.2,"Normal Value"
"January 2018","North Yorkshire","E10000023","Proportion of resident population of age group","Total","Total",0.5,"Normal Value"
"January 2018","Barnsley","E08000016","Proportion of resident population of age group","Total","Total",1.0,"Normal Value"
"January 2018","Doncaster","E08000017","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"January 2018","Rotherham","E08000018","Proportion of resident population of age group","Total","Total",1.8,"Normal Value"
"January 2018","Sheffield","E08000019","Proportion of resident population of age group","Total","Total",1.8,"Normal Value"
"January 2018","Bradford","E08000032","Proportion of resident population of age group","Total","Total",1.8,"Normal Value"
"January 2018","Calderdale","E08000033","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
"January 2018","Kirklees","E08000034","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"January 2018","Leeds","E08000035","Proportion of resident population of age group","Total","Total",1.6,"Normal Value"
"January 2018","Wakefield","E08000036","Proportion of resident population of age group","Total","Total",1.3,"Normal Value"
"January 2018","Derby","E06000015","Proportion of resident population of age group","Total","Total",1.2,"Normal Value"
"January 2018","Leicester","E06000016","Proportion of resident population of age group","Total","Total",1.2,"Normal Value"
"January 2018","Nottingham","E06000018","Proportion of resident population of age group","Total","Total",2.4,"Normal Value"
"January 2018","Rutland","E06000017","Proportion of resident population of age group","Total","Total",0.2,"Normal Value"
"January 2018","Derbyshire","E10000007","Proportion of resident population of age group","Total","Total",0.7,"Normal Value"
"January 2018","Leicestershire","E10000018","Proportion of resident population of age group","Total","Total",0.4,"Normal Value"
"January 2018","Lincolnshire","E10000019","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"January 2018","Northamptonshire","E10000021","Proportion of resident population of age group","Total","Total",0.9,"Normal Value"
"January 2018","Nottinghamshire","E10000024","Proportion of resident population of age group","Total","Total",1.1,"Normal Value"
"January 2018","Herefordshire, County of","E06000019","Proportion of resident population of age group","Total","Total",0.6,"Normal Value"
