"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jul 2016-Jun 2017","Rhondda, Cynon, Taff","W06000016","Unemployment rate - aged 16-64 ","Variable",6.2,"Normal Value"
"Jul 2016-Jun 2017","Merthyr Tydfil","W06000024","Unemployment rate - aged 16-64 ","Variable",7.3,"Normal Value"
"Jul 2016-Jun 2017","Caerphilly","W06000018","Unemployment rate - aged 16-64 ","Variable",5.5,"Normal Value"
"Jul 2016-Jun 2017","Blaenau Gwent","W06000019","Unemployment rate - aged 16-64 ","Variable",6.7,"Normal Value"
"Jul 2016-Jun 2017","Torfaen","W06000020","Unemployment rate - aged 16-64 ","Variable",4.2,"Normal Value"
"Jul 2016-Jun 2017","Monmouthshire","W06000021","Unemployment rate - aged 16-64 ","Variable",2.4,"Normal Value"
"Jul 2016-Jun 2017","Newport","W06000022","Unemployment rate - aged 16-64 ","Variable",5.3,"Normal Value"
"Jul 2016-Jun 2017","Aberdeen City","S12000033","Unemployment rate - aged 16-64 ","Variable",4.9,"Normal Value"
"Jul 2016-Jun 2017","Aberdeenshire","S12000034","Unemployment rate - aged 16-64 ","Variable",6.5,"Normal Value"
"Jul 2016-Jun 2017","Angus","S12000041","Unemployment rate - aged 16-64 ","Variable",3.9,"Normal Value"
"Jul 2016-Jun 2017","Argyll and Bute","S12000035","Unemployment rate - aged 16-64 ","Variable",2.3,"Normal Value"
"Jul 2016-Jun 2017","Clackmannanshire","S12000005","Unemployment rate - aged 16-64 ","Variable",8.5,"Normal Value"
"Jul 2016-Jun 2017","Dumfries and Galloway","S12000006","Unemployment rate - aged 16-64 ","Variable",4.0,"Normal Value"
"Jul 2016-Jun 2017","Dundee City","S12000042","Unemployment rate - aged 16-64 ","Variable",4.6,"Normal Value"
"Jul 2016-Jun 2017","East Ayrshire","S12000008","Unemployment rate - aged 16-64 ","Variable",6.5,"Normal Value"
"Jul 2016-Jun 2017","East Dunbartonshire","S12000045","Unemployment rate - aged 16-64 ","Variable",2.6,"Normal Value"
"Jul 2016-Jun 2017","East Lothian","S12000010","Unemployment rate - aged 16-64 ","Variable",4.0,"Normal Value"
"Jul 2016-Jun 2017","East Renfrewshire","S12000011","Unemployment rate - aged 16-64 ","Variable",2.5,"Normal Value"
"Jul 2016-Jun 2017","Edinburgh, City of","S12000036","Unemployment rate - aged 16-64 ","Variable",3.4,"Normal Value"
"Jul 2016-Jun 2017","Eilean Siar","S12000013","Unemployment rate - aged 16-64 ","Variable",,"These figures are suppressed as statistically unreliable"
"Jul 2016-Jun 2017","Falkirk","S12000014","Unemployment rate - aged 16-64 ","Variable",5.2,"Normal Value"
"Jul 2016-Jun 2017","Fife","S12000015","Unemployment rate - aged 16-64 ","Variable",4.5,"Normal Value"
"Jul 2016-Jun 2017","Glasgow City","S12000046","Unemployment rate - aged 16-64 ","Variable",5.2,"Normal Value"
"Jul 2016-Jun 2017","Highland","S12000017","Unemployment rate - aged 16-64 ","Variable",3.9,"Normal Value"
"Jul 2016-Jun 2017","Inverclyde","S12000018","Unemployment rate - aged 16-64 ","Variable",5.0,"Normal Value"
"Jul 2016-Jun 2017","Midlothian","S12000019","Unemployment rate - aged 16-64 ","Variable",3.4,"Normal Value"
"Jul 2016-Jun 2017","Moray","S12000020","Unemployment rate - aged 16-64 ","Variable",5.7,"Normal Value"
"Jul 2016-Jun 2017","North Ayrshire","S12000021","Unemployment rate - aged 16-64 ","Variable",9.8,"Normal Value"
"Jul 2016-Jun 2017","North Lanarkshire","S12000044","Unemployment rate - aged 16-64 ","Variable",4.5,"Normal Value"
"Jul 2016-Jun 2017","Orkney Islands","S12000023","Unemployment rate - aged 16-64 ","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jul 2016-Jun 2017","Perth and Kinross","S12000024","Unemployment rate - aged 16-64 ","Variable",4.0,"Normal Value"
"Jul 2016-Jun 2017","Renfrewshire","S12000038","Unemployment rate - aged 16-64 ","Variable",5.2,"Normal Value"
"Jul 2016-Jun 2017","Scottish Borders","S12000026","Unemployment rate - aged 16-64 ","Variable",4.1,"Normal Value"
"Jul 2016-Jun 2017","Shetland Islands","S12000027","Unemployment rate - aged 16-64 ","Variable",,"These figures are suppressed as statistically unreliable"
"Jul 2016-Jun 2017","South Ayrshire","S12000028","Unemployment rate - aged 16-64 ","Variable",3.6,"Normal Value"
"Jul 2016-Jun 2017","South Lanarkshire","S12000029","Unemployment rate - aged 16-64 ","Variable",3.6,"Normal Value"
"Jul 2016-Jun 2017","Stirling","S12000030","Unemployment rate - aged 16-64 ","Variable",4.2,"Normal Value"
"Jul 2016-Jun 2017","West Dunbartonshire","S12000039","Unemployment rate - aged 16-64 ","Variable",6.0,"Normal Value"
"Jul 2016-Jun 2017","West Lothian","S12000040","Unemployment rate - aged 16-64 ","Variable",4.5,"Normal Value"
"Oct 2016-Sep 2017","Darlington","E06000005","Unemployment rate - aged 16-64 ","Variable",6.5,"Normal Value"
"Oct 2016-Sep 2017","County Durham","E06000047","Unemployment rate - aged 16-64 ","Variable",6.3,"Normal Value"
"Oct 2016-Sep 2017","Hartlepool","E06000001","Unemployment rate - aged 16-64 ","Variable",11.0,"Normal Value"
"Oct 2016-Sep 2017","Middlesbrough","E06000002","Unemployment rate - aged 16-64 ","Variable",7.3,"Normal Value"
"Oct 2016-Sep 2017","Northumberland","E06000057","Unemployment rate - aged 16-64 ","Variable",5.3,"Normal Value"
"Oct 2016-Sep 2017","Redcar and Cleveland","E06000003","Unemployment rate - aged 16-64 ","Variable",6.4,"Normal Value"
"Oct 2016-Sep 2017","Stockton-on-Tees","E06000004","Unemployment rate - aged 16-64 ","Variable",5.7,"Normal Value"
"Oct 2016-Sep 2017","Gateshead","E08000037","Unemployment rate - aged 16-64 ","Variable",6.9,"Normal Value"
"Oct 2016-Sep 2017","Newcastle upon Tyne","E08000021","Unemployment rate - aged 16-64 ","Variable",6.5,"Normal Value"
"Oct 2016-Sep 2017","North Tyneside","E08000022","Unemployment rate - aged 16-64 ","Variable",5.1,"Normal Value"
"Oct 2016-Sep 2017","South Tyneside","E08000023","Unemployment rate - aged 16-64 ","Variable",8.3,"Normal Value"
"Oct 2016-Sep 2017","Sunderland","E08000024","Unemployment rate - aged 16-64 ","Variable",7.7,"Normal Value"
"Oct 2016-Sep 2017","Blackburn with Darwen","E06000008","Unemployment rate - aged 16-64 ","Variable",6.2,"Normal Value"
"Oct 2016-Sep 2017","Blackpool","E06000009","Unemployment rate - aged 16-64 ","Variable",6.0,"Normal Value"
"Oct 2016-Sep 2017","Cheshire East","E06000049","Unemployment rate - aged 16-64 ","Variable",,"These figures are suppressed as statistically unreliable"
"Oct 2016-Sep 2017","Cheshire West and Chester","E06000050","Unemployment rate - aged 16-64 ","Variable",5.4,"Normal Value"
"Oct 2016-Sep 2017","Halton","E06000006","Unemployment rate - aged 16-64 ","Variable",4.7,"Normal Value"
"Oct 2016-Sep 2017","Warrington","E06000007","Unemployment rate - aged 16-64 ","Variable",3.0,"Normal Value"
"Oct 2016-Sep 2017","Cumbria","E10000006","Unemployment rate - aged 16-64 ","Variable",2.7,"Normal Value"
"Oct 2016-Sep 2017","Bolton","E08000001","Unemployment rate - aged 16-64 ","Variable",5.2,"Normal Value"
"Oct 2016-Sep 2017","Bury","E08000002","Unemployment rate - aged 16-64 ","Variable",4.3,"Normal Value"
"Oct 2016-Sep 2017","Manchester","E08000003","Unemployment rate - aged 16-64 ","Variable",7.9,"Normal Value"
"Oct 2016-Sep 2017","Oldham","E08000004","Unemployment rate - aged 16-64 ","Variable",6.2,"Normal Value"
"Oct 2016-Sep 2017","Rochdale","E08000005","Unemployment rate - aged 16-64 ","Variable",6.0,"Normal Value"
